SIGNAL_ID,LOCATION_NAME,SIGNAL_TYPE,SIGNAL_STATUS,ATD_LOCATION_ID,COA_INTERSECTION_ID,COMM_PLAN,CONTROL,COUNCIL_DISTRICT,PRIMARY_ST,PRIMARY_ST_AKA,CROSS_ST,CROSS_ST_AKA,CROSS_ST_SEGMENT_ID,LANDMARK,IP_CONTROL,IP_SWITCH,PRIMARY_SIGNAL,JURISDICTION_LABEL,PRIMARY_ST_SEGMENT_ID,SIGNAL_ENG_AREA,SWITCH_COMM,TRAFFIC_ENG_AREA,TURN_ON_DATE,MODIFIED_DATE,LOCATION,LATITUDE,LONGITUDE,CROSS_ST_BLOCK,PRIMARY_ST_BLOCK,SIGNAL_PM_MAX_FISCAL_YEAR,PEDESTRIAN_SIGNAL_TYPE,SECONDARY_SIGNALS,SOURCE_DB_ID,IP_COMM_STATUS,COMM_STATUS_DATETIME_UTC,OWNER,DETECTION_STATUS,DETECTION_STATUS_DATE,CONSTRUCTION_NOTE,CONSTRUCTION_NOTE_DATE,LOCATION_LATITUDE,LOCATION_LONGITUDE
970,IH 35 SVRD / N IH 35 SVRD SB AT 41ST TRN,TRAFFIC,TURNED_ON,LOC16-004740,5160182,,SECONDARY,9,IH 35 SVRD,,N IH 35 SVRD SB AT 41ST TRN,,3370777,,1,1,971: IH 35 SVRD / N IH 35 SVRD SB AT 41ST TRN,AUSTIN FULL PURPOSE,3370760,CENTRAL,Both,,06/08/1987,09/20/2016 07:00:00 PM +0000,"(30.2987709, -97.7174683)",30.2987709,-97.7174683,,4106,2017,WALK/DONT WALK,,5817c0cce052e0422be6cbeb,OFFLINE,,TxDOT,OK,06/27/2017 07:00:00 PM +0000,,,30.2987709,-97.7174683
968,6TH ST / PRESSLER ST,TRAFFIC,VOID,LOC16-004730,5154542,,PRIMARY,9,6TH ST,,PRESSLER ST,,2020967,,0,0,,AUSTIN FULL PURPOSE,2020982,CENTRAL,N/A,,,02/15/2017 09:21:00 AM +0000,"(30.273898, -97.760207)",30.273898,-97.760207,600,1300,,UNKNOWN,,5817c0cce052e0422be6cbe6,OFFLINE,,COA,UNKNOWN,,,,30.273898,-97.760207
967,KOENIG LN / ARROYO SECO,TRAFFIC,TURNED_ON,LOC16-004725,5157958,,SECONDARY,7,KOENIG LN,,ARROYO SECO,,2011933,,0,0,966:  KOENIG LN / ARROYO SECO,AUSTIN FULL PURPOSE,2011929,NORTH,Both,,,09/20/2016 07:00:00 PM +0000,"(30.332352, -97.73467)",30.332352,-97.73467,5901,1600,2016,UNKNOWN,,5817c0cce052e0422be6cbe4,OFFLINE,,COA,OK,06/27/2017 07:00:00 PM +0000,,,30.332352,-97.73467
681,ESCARPMENT BLVD / SLAUGHTER LN,TRAFFIC,TURNED_ON,LOC16-003355,5144234,,PRIMARY,8,ESCARPMENT BLVD,,SLAUGHTER LN,,3260172,,0,1,,AUSTIN FULL PURPOSE,2027029,SOUTH,Both,,11/18/1996,09/20/2016 07:00:00 PM +0000,"(30.2005997, -97.8784256)",30.2005997,-97.8784256,5800,9300,2016,WALK/DONT WALK,,5817c09ae052e0422be6c938,ONLINE,05/12/2017 06:55:00 PM +0000,COA,OK,06/21/2017 07:00:00 PM +0000,,,30.2005997,-97.8784256
679,ESCARPMENT BLVD / LA CROSSE AVE,TRAFFIC,TURNED_ON,LOC16-003350,5143993,,PRIMARY,8,ESCARPMENT BLVD,,LA CROSSE AVE,,2027126,,0,0,,AUSTIN FULL PURPOSE,2027147,SOUTH,None,,02/18/1998,09/20/2016 07:00:00 PM +0000,"(30.1939869, -97.8848801)",30.1939869,-97.8848801,5801,10400,2016,COUNTDOWN,,5817c09ae052e0422be6c936,OFFLINE,,COA,OK,06/21/2017 07:00:00 PM +0000,,,30.1939869,-97.8848801
678,51ST ST / BERKMAN DR,TRAFFIC,TURNED_ON,LOC16-003345,5162129,,PRIMARY,4,51ST ST,,BERKMAN DR,,2016330,,0,0,,AUSTIN FULL PURPOSE,3377266,CENTRAL,None,,05/08/1996,09/20/2016 07:00:00 PM +0000,"(30.3039074, -97.6988754)",30.3039074,-97.6988754,5100,1700,2015,COUNTDOWN,,5817c099e052e0422be6c933,ONLINE,05/12/2017 06:55:00 PM +0000,COA,OK,06/21/2017 07:00:00 PM +0000,,,30.3039074,-97.6988754
677,MC NEIL DR / PARMER LN,TRAFFIC,TURNED_ON,LOC16-003340,5156304,,PRIMARY,6,MC NEIL DR,,PARMER LN,,2005345,,1,1,,AUSTIN FULL PURPOSE,2005368,NORTH,Both,,,09/20/2016 07:00:00 PM +0000,"(30.4438496, -97.7423935)",30.4438496,-97.7423935,6100,6100,,WALK/DONT WALK,,5817c099e052e0422be6c931,ONLINE,05/12/2017 06:55:00 PM +0000,COA,OK,06/21/2017 07:00:00 PM +0000,,,30.4438496,-97.7423935
675,ANDERSON MILL RD / PARMER LN,TRAFFIC,TURNED_ON,LOC16-003335,5154630,,PRIMARY,,ANDERSON MILL RD,,PARMER LN,,2006692,,0,1,,AUSTIN 2 MILE ETJ,2036005,NORTH,Both,,,09/20/2016 07:00:00 PM +0000,"(30.4605808, -97.7545547)",30.4605808,-97.7545547,7700,8001,2017,WALK/DONT WALK,,5817c099e052e0422be6c92f,ONLINE,05/12/2017 06:55:00 PM +0000,Williamson County/TXDOT,OK,06/21/2017 07:00:00 PM +0000,,,30.4605808,-97.7545547
674,PARMER LN / TAMAYO DR,TRAFFIC,TURNED_ON,LOC16-003330,5154858,,PRIMARY,6,PARMER LN,,TAMAYO DR,,2005056,,0,1,,AUSTIN LTD,2006692,NORTH,Both,,,09/20/2016 07:00:00 PM +0000,"(30.4559517, -97.7527771)",30.4559517,-97.7527771,13450,7700,2017,COUNTDOWN,,5817c099e052e0422be6c92d,ONLINE,05/12/2017 06:55:00 PM +0000,Williamson County/TXDOT,OK,06/18/2017 07:00:00 PM +0000,,,30.4559517,-97.7527771
673,PARMER LN / AMBERGLEN BLVD,TRAFFIC,TURNED_ON,LOC16-003325,5153506,,PRIMARY,,PARMER LN,,AMBERGLEN BLVD,,2030041,,0,1,,AUSTIN 2 MILE ETJ,2038470,NORTH,Both,,,09/20/2016 07:00:00 PM +0000,"(30.4714336, -97.7626419)",30.4714336,-97.7626419,8801,8900,2017,WALK/DONT WALK,,5817c099e052e0422be6c92b,ONLINE,05/12/2017 06:54:00 PM +0000,Williamson County/TXDOT,OK,06/18/2017 07:00:00 PM +0000,,,30.4714336,-97.7626419
671,LAKELINE BLVD / 183 HWY SVRD,TRAFFIC,TURNED_ON,LOC16-003315,5149505,,PRIMARY,6,LAKELINE BLVD,,US 183 HWY SVRD,,3292938,,1,1,,AUSTIN FULL PURPOSE,2038006,NORTH,Both,,10/08/1995,10/17/2016 07:00:00 PM +0000,"(30.4794254, -97.803299)",30.4794254,-97.803299,14076,2901,2017,COUNTDOWN,672:  LAKELINE BLVD / 183 HWY SVRD,5817c099e052e0422be6c927,ONLINE,05/12/2017 06:54:00 PM +0000,TxDOT,OK,06/18/2017 07:00:00 PM +0000,,,30.4794254,-97.803299
670,MANOR RD / PECAN BROOK DR,TRAFFIC,TURNED_ON,LOC16-003310,5165650,,PRIMARY,,MANOR RD,,PECAN BROOK DR,,2040509,,1,1,,AUSTIN 2 MILE ETJ,2040500,CENTRAL,Both,,04/10/1995,09/20/2016 07:00:00 PM +0000,"(30.3186951, -97.6613617)",30.3186951,-97.6613617,4600,7352,2017,COUNTDOWN,,5817c099e052e0422be6c924,OFFLINE,,Travis County,OK,06/18/2017 07:00:00 PM +0000,,,30.3186951,-97.6613617
669,9719 BLK GREAT HILLS TRL,TRAFFIC,TURNED_ON,LOC16-003305,,,PRIMARY,10,GREAT HILLS TRL,,,,,,0,1,,AUSTIN FULL PURPOSE,3313033,NORTH,Both,,12/13/1995,09/20/2016 07:00:00 PM +0000,"(30.3944759, -97.752121)",30.3944759,-97.752121,,9719,,WALK/DONT WALK,,5817c099e052e0422be6c922,ONLINE,05/12/2017 06:54:00 PM +0000,COA,OK,06/18/2017 07:00:00 PM +0000,,,30.3944759,-97.752121
668,MANOR RD / SUSQUEHANNA LN,TRAFFIC,TURNED_ON,LOC16-003300,5165474,,PRIMARY,1,MANOR RD,,SUSQUEHANNA LN,,2040556,,1,1,,AUSTIN FULL PURPOSE,2015624,CENTRAL,Both,,04/26/1995,09/20/2016 07:00:00 PM +0000,"(30.3130779, -97.6650085)",30.3130779,-97.6650085,3200,7001,2015,COUNTDOWN,,5817c099e052e0422be6c920,ONLINE,05/12/2017 06:54:00 PM +0000,COA,BROKEN,08/03/2017 07:00:00 PM +0000,,,30.3130779,-97.6650085
666,MC NEIL RD / HOWARD LN,TRAFFIC,TURNED_ON,LOC16-003290,5158796,,PRIMARY,6,MC NEIL RD,,HOWARD LN,,2038391,,1,1,,AUSTIN LTD,2042568,NORTH,Both,,12/15/2004,09/20/2016 07:00:00 PM +0000,"(30.4490528, -97.7255859)",30.4490528,-97.7255859,5001,13600,2017,WALK/DONT WALK,,5817c099e052e0422be6c91c,ONLINE,05/12/2017 06:54:00 PM +0000,Travis County,OK,06/18/2017 07:00:00 PM +0000,,,30.4490528,-97.7255859
665,5701 BLK MC NEIL DR (YMCA),TRAFFIC,TURNED_ON,LOC16-003285,,,PRIMARY,,MC NEIL DR,,,,,YMCA,1,1,,AUSTIN 2 MILE ETJ,3272577,NORTH,Both,,09/19/1993,09/20/2016 07:00:00 PM +0000,"(30.4463997, -97.7342911)",30.4463997,-97.7342911,,5701,2017,COUNTDOWN,,5817c099e052e0422be6c91a,ONLINE,05/12/2017 06:54:00 PM +0000,Travis County,OK,06/18/2017 07:00:00 PM +0000,Made a modification to existing signal serving high school. Signal head on SB changed to a 5-head to allow left turns.,08/08/2017 07:00:00 PM +0000,30.4463997,-97.7342911
664,MANOR RD / SPRINGDALE RD,TRAFFIC,TURNED_ON,LOC16-003280,5165229,,PRIMARY,1,MANOR RD,,SPRINGDALE RD,,2016131,,1,1,,AUSTIN FULL PURPOSE,2015933,CENTRAL,Both,,05/20/1992,09/20/2016 07:00:00 PM +0000,"(30.3089867, -97.6690598)",30.3089867,-97.6690598,6400,6508,2016,COUNTDOWN,,5817c099e052e0422be6c918,ONLINE,05/12/2017 06:54:00 PM +0000,COA,OK,06/18/2017 07:00:00 PM +0000,,,30.3089867,-97.6690598
657,CAMERON RD / BROADMOOR DR,TRAFFIC,TURNED_ON,LOC16-003225,5161246,,PRIMARY,4,CAMERON RD,,BROADMOOR DR,,2015871,,1,1,,AUSTIN FULL PURPOSE,2015797,NORTH,Both,,05/31/1965,09/20/2016 07:00:00 PM +0000,"(30.3114204, -97.7070084)",30.3114204,-97.7070084,1200,5330,,WALK/DONT WALK,,5817c098e052e0422be6c908,ONLINE,05/12/2017 06:54:00 PM +0000,COA,BROKEN,06/18/2017 07:00:00 PM +0000,,,30.3114204,-97.7070084
948,QUINLAN PARK RD / STEINER RANCH BLVD,TRAFFIC,TURNED_ON,LOC16-004630,5143536,,PRIMARY,,QUINLAN PARK RD,,STEINER RANCH BLVD,,2038439,,0,0,,AUSTIN 2 MILE ETJ,2045641,NORTH,None,,08/18/2011,09/20/2016 07:00:00 PM +0000,"(30.3692398, -97.8917618)",30.3692398,-97.8917618,3000,2900,2017,UNKNOWN,,5817c0c9e052e0422be6cbb3,OFFLINE,,Travis County,OK,08/02/2017 07:00:00 PM +0000,,,30.3692398,-97.8917618
946,WILLIAM CANNON DR / MOPAC EXPY SVRD,TRAFFIC,TURNED_ON,LOC16-004620,5147329,,SECONDARY,8,WILLIAM CANNON DR,,MOPAC EXPY SVRD,,2026549,,0,0,995:  WILLIAM CANNON DR / MOPAC EXPY SVRD,AUSTIN FULL PURPOSE,2026270,SOUTH,Both,,,09/20/2016 07:00:00 PM +0000,"(30.220665, -97.8369675)",30.220665,-97.8369675,6700,4016,2017,WALK/DONT WALK,,5817c0c8e052e0422be6cbac,OFFLINE,,TxDOT,OK,06/27/2017 07:00:00 PM +0000,,,30.220665,-97.8369675
656,CAMERON RD / BRIARCLIFF BLVD,TRAFFIC,TURNED_ON,LOC16-003220,5161995,,PRIMARY,1,CAMERON RD,,BRIARCLIFF BLVD,,2015442,,1,1,,AUSTIN FULL PURPOSE,2015408,NORTH,Both,,03/09/1972,09/20/2016 07:00:00 PM +0000,"(30.3172894, -97.6996155)",30.3172894,-97.6996155,1300,6000,,COUNTDOWN,,5817c098e052e0422be6c906,ONLINE,05/12/2017 06:54:00 PM +0000,COA,OK,06/18/2017 07:00:00 PM +0000,,,30.3172894,-97.6996155
648,SPRINGDALE RD / 51ST ST,TRAFFIC,TURNED_ON,LOC16-003185,5164505,,PRIMARY,1,SPRINGDALE RD,,51ST ST,,2016964,,1,1,,AUSTIN FULL PURPOSE,2016963,CENTRAL,Both,,02/28/1990,09/20/2016 07:00:00 PM +0000,"(30.2936001, -97.6778107)",30.2936001,-97.6778107,3200,5100,2017,COUNTDOWN,,5817c098e052e0422be6c8f6,ONLINE,05/12/2017 06:54:00 PM +0000,COA,OK,06/18/2017 07:00:00 PM +0000,,,30.2936001,-97.6778107
644,FM 620 RD / ANDERSON MILL RD,TRAFFIC,TURNED_ON,LOC16-003165,5147797,,PRIMARY,6,FM 620 RD,,ANDERSON MILL RD,,3193153,,0,0,,AUSTIN FULL PURPOSE,2007085,NORTH,Controller Only,,04/18/2012,09/20/2016 07:00:00 PM +0000,"(30.4554501, -97.8258057)",30.4554501,-97.8258057,11611,11600,2017,WALK/DONT WALK,,5817c098e052e0422be6c8ee,ONLINE,05/12/2017 06:54:00 PM +0000,COA,OK,06/18/2017 07:00:00 PM +0000,,,30.4554501,-97.8258057
622,FM 620 RD / PECAN PARK BLVD,TRAFFIC,TURNED_ON,LOC16-003080,5149456,,PRIMARY,6,FM 620 RD,,PECAN PARK BLVD,,3271352,,1,1,,AUSTIN FULL PURPOSE,3271371,NORTH,Both,,10/07/2009,09/20/2016 07:00:00 PM +0000,"(30.4667587, -97.8042831)",30.4667587,-97.8042831,11000,12700,2017,WALK/DONT WALK,623: FM 620 RD / PECAN PARK BLVD,5817c097e052e0422be6c8c9,ONLINE,05/12/2017 06:54:00 PM +0000,TxDOT,BROKEN,06/15/2017 07:00:00 PM +0000,,,30.4667587,-97.8042831
620,IH 35 SVRD / ANDERSON LN SVRD,TRAFFIC,TURNED_ON,LOC16-003070,5161809,,PRIMARY,4,IH 35 SVRD,,ANDERSON LN SVRD,,2011588,,1,1,,AUSTIN FULL PURPOSE,2011615,NORTH,Both,,06/25/1968,09/20/2016 07:00:00 PM +0000,"(30.3395042, -97.7006454)",30.3395042,-97.7006454,700,7634,2017,COUNTDOWN,621: IH 35 SVRD / ANDERSON LN SVRD,5817c097e052e0422be6c8c4,ONLINE,05/12/2017 06:54:00 PM +0000,TxDOT,OK,06/15/2017 07:00:00 PM +0000,,,30.3395042,-97.7006454
619,RIVERSIDE DR / CROSSING PL,TRAFFIC,TURNED_ON,LOC16-003065,5160379,,PRIMARY,3,RIVERSIDE DR,,CROSSING PL,,3271168,,1,1,,AUSTIN FULL PURPOSE,2022822,SOUTH,Both,,06/10/2009,09/20/2016 07:00:00 PM +0000,"(30.231636, -97.7174606)",30.231636,-97.7174606,1704,4548,2017,WALK/DONT WALK,,5817c097e052e0422be6c8c2,ONLINE,05/12/2017 06:54:00 PM +0000,COA,OK,06/15/2017 07:00:00 PM +0000,,,30.231636,-97.7174606
617,FM 620 RD / NORTH LAKE CREEK PKWY,TRAFFIC,TURNED_ON,LOC16-003055,5150708,,PRIMARY,6,FM 620 RD,,NORTH LAKE CREEK PKWY,,3271127,,1,1,,AUSTIN FULL PURPOSE,3271153,NORTH,Both,,10/12/2009,09/20/2016 07:00:00 PM +0000,"(30.4710636, -97.7902222)",30.4710636,-97.7902222,9845,13312,2017,WALK/DONT WALK,618: FM 620 RD / LAKE CREEK PKWY,5817c097e052e0422be6c8be,ONLINE,05/12/2017 06:54:00 PM +0000,TxDOT,BROKEN,07/11/2017 07:00:00 PM +0000,,,30.4710636,-97.7902222
614,RED RIVER ST / 4TH ST,TRAFFIC,TURNED_ON,LOC16-003040,5157734,,PRIMARY,9,RED RIVER ST,,4TH ST,,2018982,,1,1,,AUSTIN FULL PURPOSE,2018981,CENTRAL,Both,,05/10/2009,09/20/2016 07:00:00 PM +0000,"(30.2646255, -97.7378387)",30.2646255,-97.7378387,500,400,,UNKNOWN,,5817c096e052e0422be6c8b7,ONLINE,05/12/2017 06:54:00 PM +0000,COA,OK,06/15/2017 07:00:00 PM +0000,,,30.2646255,-97.7378387
613,CAMERON RD / NORTHRIDGE DR,TRAFFIC,TURNED_ON,LOC16-003035,5161782,,PRIMARY,4,CAMERON RD,,NORTHRIDGE DR,,2015555,,1,1,,AUSTIN FULL PURPOSE,2015494,NORTH,Both,,02/24/2009,09/20/2016 07:00:00 PM +0000,"(30.3158131, -97.7015381)",30.3158131,-97.7015381,1200,5720,2017,WALK/DONT WALK,,5817c096e052e0422be6c8b5,ONLINE,05/12/2017 06:54:00 PM +0000,COA,OK,06/15/2017 07:00:00 PM +0000,,,30.3158131,-97.7015381
610,LAMAR BLVD / LONGSPUR BLVD,TRAFFIC,TURNED_ON,LOC16-002995,5162396,,PRIMARY,4,LAMAR BLVD,,LONGSPUR BLVD,,2039835,,1,1,,AUSTIN FULL PURPOSE,2010567,NORTH,Both,,06/11/2008,09/20/2016 07:00:00 PM +0000,"(30.3673611, -97.6945877)",30.3673611,-97.6945877,401,9800,2015,COUNTDOWN,,5817c096e052e0422be6c8ae,ONLINE,05/12/2017 06:53:00 PM +0000,COA,OK,06/15/2017 07:00:00 PM +0000,,,30.3673611,-97.6945877
602,ANDERSON MILL RD / 183 HWY SVRD,TRAFFIC,TURNED_ON,LOC16-003005,5150697,,PRIMARY,6,ANDERSON MILL RD,,US 183 HWY SVRD,,3313614,,1,1,,AUSTIN FULL PURPOSE,2048216,NORTH,Both,,,09/20/2016 07:00:00 PM +0000,"(30.4486465, -97.790947)",30.4486465,-97.790947,13456,,2017,COUNTDOWN,601:  ANDERSON MILL RD / 183 HWY SVRD,5817c096e052e0422be6c89c,ONLINE,05/12/2017 06:53:00 PM +0000,TxDOT,BROKEN,07/11/2017 07:00:00 PM +0000,,,30.4486465,-97.790947
600,METRIC BLVD / BITTERN HOLW,TRAFFIC,TURNED_ON,LOC16-002945,5161654,,PRIMARY,7,METRIC BLVD,,BITTERN HOLW,,2006574,,0,0,,AUSTIN FULL PURPOSE,3270397,NORTH,None,,11/12/2008,09/20/2016 07:00:00 PM +0000,"(30.4031048, -97.7003403)",30.4031048,-97.7003403,12016,12001,2017,WALK/DONT WALK,,5817c096e052e0422be6c898,ONLINE,05/12/2017 06:53:00 PM +0000,COA,BROKEN,06/15/2017 07:00:00 PM +0000,,,30.4031048,-97.7003403
944,US 290 HWY SVRD / OLD FREDERICKSBURG RD,TRAFFIC,TURNED_ON,LOC16-004610,5145950,,SECONDARY,8,US 290 HWY SVRD,,OLD FREDERICKSBURG RD,,2026587,,0,1,955: US 290 HWY SVRD / OLD FREDERICKSBURG RD,AUSTIN FULL PURPOSE,3192540,SOUTH,Both,,,09/20/2016 07:00:00 PM +0000,"(30.235033, -97.8520966)",30.235033,-97.8520966,6111,6011,2017,COUNTDOWN,,5817c0c8e052e0422be6cba8,OFFLINE,,TxDOT,OK,02/25/2016 06:00:00 PM +0000,,,30.235033,-97.8520966
941,MESA DR / STECK AVE,TRAFFIC,TURNED_ON,LOC16-004595,5154802,,PRIMARY,10,MESA DR,,STECK AVE,,2013750,,0,0,,AUSTIN FULL PURPOSE,2013751,NORTH,None,,02/06/1983,09/20/2016 07:00:00 PM +0000,"(30.3743553, -97.755455)",30.3743553,-97.755455,4101,8100,,UNKNOWN,,5817c0c7e052e0422be6cb9f,OFFLINE,,COA,OK,06/25/2017 07:00:00 PM +0000,,,30.3743553,-97.755455
940,SPICEWOOD SPRINGS RD / MESA DR,TRAFFIC,TURNED_ON,LOC16-004590,5154593,,PRIMARY,10,SPICEWOOD SPRINGS RD,,MESA DR,,2013672,,0,0,,AUSTIN FULL PURPOSE,3213025,NORTH,None,,03/27/1983,09/20/2016 07:00:00 PM +0000,"(30.3715324, -97.757225)",30.3715324,-97.757225,8000,4203,2015,UNKNOWN,,5817c0c7e052e0422be6cb9b,OFFLINE,,COA,OK,06/25/2017 07:00:00 PM +0000,,,30.3715324,-97.757225
932,CHICON ST / MANOR RD,TRAFFIC,TURNED_ON,LOC16-004565,5159690,,SECONDARY,9,CHICON ST,,MANOR RD,,2017603,,0,0,929:  DEAN KEETON ST / LAFAYETTE AVE,AUSTIN FULL PURPOSE,2017678,CENTRAL,None,,04/21/2011,09/20/2016 07:00:00 PM +0000,"(30.2838135, -97.7221603)",30.2838135,-97.7221603,1900,2200,2015,COUNTDOWN,,5817c0c6e052e0422be6cb8e,OFFLINE,,COA,OK,06/25/2017 07:00:00 PM +0000,,,30.2838135,-97.7221603
924,ESCARPMENT BLVD / HILLSIDE TERRACE DR,TRAFFIC,TURNED_ON,LOC16-004535,5144268,,PRIMARY,8,ESCARPMENT BLVD,,HILLSIDE TERRACE DR,,2027003,,0,0,,AUSTIN FULL PURPOSE,2027002,SOUTH,None,,08/05/2010,09/20/2016 07:00:00 PM +0000,"(30.2075157, -97.8775787)",30.2075157,-97.8775787,6101,9000,2016,COUNTDOWN,,5817c0c5e052e0422be6cb80,OFFLINE,,COA,OK,06/25/2017 07:00:00 PM +0000,,,30.2075157,-97.8775787
586,MARTIN LUTHER KING JR BLVD / COMAL ST,TRAFFIC,TURNED_ON,LOC16-002875,5159381,,PRIMARY,1,MARTIN LUTHER KING JR BLVD,,COMAL ST,,2017937,,1,1,,AUSTIN FULL PURPOSE,2017936,CENTRAL,Both,,10/15/2008,09/20/2016 07:00:00 PM +0000,"(30.2791042, -97.7251358)",30.2791042,-97.7251358,1900,1500,,COUNTDOWN,,5817c095e052e0422be6c879,ONLINE,05/12/2017 06:53:00 PM +0000,COA,OK,06/15/2017 07:00:00 PM +0000,,,30.2791042,-97.7251358
581,BURLESON RD / BEN WHITE BLVD SVRD,TRAFFIC,TURNED_ON,LOC16-002850,5158432,,PRIMARY,3,BURLESON RD,,BEN WHITE BLVD SVRD,,3279011,,0,0,,AUSTIN FULL PURPOSE,2023132,SOUTH,Both,,,09/20/2016 07:00:00 PM +0000,"(30.2156048, -97.7348709)",30.2156048,-97.7348709,2300,3500,2017,UNKNOWN,582:  BEN WHITE BLVD SVRD / TODD LN,5817c095e052e0422be6c86e,ONLINE,05/12/2017 06:53:00 PM +0000,TxDOT,OK,06/14/2017 07:00:00 PM +0000,,,30.2156048,-97.7348709
567,ANDERSON MILL RD / TWIN CREEKS CLUB DR,TRAFFIC,TURNED_ON,LOC16-002780,5146034,,PRIMARY,,ANDERSON MILL RD,,TWIN CREEKS CLUB DR,,2044076,,0,0,,CEDAR PARK ETJ,2048307,NORTH,None,,08/08/2005,09/20/2016 07:00:00 PM +0000,"(30.4692612, -97.8451691)",30.4692612,-97.8451691,2301,13601,2017,UNKNOWN,,5817c094e052e0422be6c850,ONLINE,08/03/2017 10:16:00 AM +0000,Travis County,OK,06/14/2017 07:00:00 PM +0000,,,30.4692612,-97.8451691
566,ANDERSON MILL RD / CYPRESS CREEK RD,TRAFFIC,TURNED_ON,LOC16-002775,5145791,,PRIMARY,,ANDERSON MILL RD,,CYPRESS CREEK RD,,2045150,,0,0,,CEDAR PARK ETJ,2046911,NORTH,None,,08/10/2005,09/20/2016 07:00:00 PM +0000,"(30.4722462, -97.8476257)",30.4722462,-97.8476257,2300,13800,2017,UNKNOWN,,5817c094e052e0422be6c84d,ONLINE,05/12/2017 06:53:00 PM +0000,Travis County,OK,06/14/2017 07:00:00 PM +0000,,,30.4722462,-97.8476257
565,BLUE MEADOW DR / BLUFF SPRINGS RD,TRAFFIC,TURNED_ON,LOC16-002770,5153673,,PRIMARY,2,BLUE MEADOW DR,,BLUFF SPRINGS RD,,2026574,,0,0,,AUSTIN FULL PURPOSE,2025787,SOUTH,None,,07/20/2005,09/20/2016 07:00:00 PM +0000,"(30.1836624, -97.7689667)",30.1836624,-97.7689667,7001,1900,2017,UNKNOWN,,5817c094e052e0422be6c84b,OFFLINE,,COA,OK,06/14/2017 07:00:00 PM +0000,,,30.1836624,-97.7689667
564,BECKETT RD / DAVIS LN,TRAFFIC,TURNED_ON,LOC16-002765,5144648,,PRIMARY,8,BECKETT RD,,DAVIS LN,,2026324,,0,0,,AUSTIN FULL PURPOSE,2024948,SOUTH,None,,06/08/2005,09/20/2016 07:00:00 PM +0000,"(30.2078648, -97.8693771)",30.2078648,-97.8693771,5411,8600,2016,WALK/DONT WALK,,5817c094e052e0422be6c849,OFFLINE,,COA,OK,06/14/2017 07:00:00 PM +0000,,,30.2078648,-97.8693771
563,SLAUGHTER LN / WEST GATE BLVD,TRAFFIC,TURNED_ON,LOC16-002760,5147070,,PRIMARY,5,SLAUGHTER LN,,WEST GATE BLVD,,2026468,,0,1,,AUSTIN FULL PURPOSE,2026227,SOUTH,Both,,06/08/2005,09/20/2016 07:00:00 PM +0000,"(30.1792698, -97.841011)",30.1792698,-97.841011,9801,2812,2017,WALK/DONT WALK,,5817c093e052e0422be6c847,ONLINE,05/12/2017 06:53:00 PM +0000,COA,OK,10/16/2014 07:00:00 PM +0000,,,30.1792698,-97.841011
562,2901 BLK E PARMER LN (Samsung Plant Driveway),TRAFFIC,TURNED_ON,LOC16-002755,,,PRIMARY,1,PARMER LN,,,,,Samsung Plant Driveway,0,1,,AUSTIN FULL PURPOSE,3263218,NORTH,Both,,05/17/2005,09/20/2016 07:00:00 PM +0000,"(30.3780251, -97.6355438)",30.3780251,-97.6355438,,2901,2015,WALK/DONT WALK,,5817c093e052e0422be6c845,ONLINE,05/12/2017 06:53:00 PM +0000,COA,OK,10/22/2014 07:00:00 PM +0000,,,30.3780251,-97.6355438
561,US 183 HWY / MC KINNEY FALLS PKWY,TRAFFIC,TURNED_ON,LOC16-002750,5164141,,PRIMARY,2,US 183 HWY,,MC KINNEY FALLS PKWY,,2023266,,1,1,,AUSTIN FULL PURPOSE,3258056,SOUTH,Both,,01/18/2006,04/11/2017 10:47:00 AM +0000,"(30.1982975, -97.6841202)",30.1982975,-97.6841202,3501,3300,2017,WALK/DONT WALK,,5817c093e052e0422be6c843,ONLINE,05/12/2017 06:53:00 PM +0000,COA,OK,06/14/2017 07:00:00 PM +0000,,,30.1982975,-97.6841202
560,51ST ST / LANCASTER CT,TRAFFIC,TURNED_ON,LOC16-002745,5161312,,PRIMARY,9,51ST ST,,LANCASTER CT,,2016107,,0,0,,AUSTIN FULL PURPOSE,2016108,CENTRAL,None,,08/26/2005,09/20/2016 07:00:00 PM +0000,"(30.3075066, -97.7064896)",30.3075066,-97.7064896,5100,1200,2017,WALK/DONT WALK,,5817c093e052e0422be6c841,ONLINE,05/12/2017 06:53:00 PM +0000,COA,OK,06/14/2017 07:00:00 PM +0000,,,30.3075066,-97.7064896
923,QUINLAN PARK RD / COUNTRY TRAILS LN,TRAFFIC,TURNED_ON,LOC16-004530,5143259,,PRIMARY,,QUINLAN PARK RD,,COUNTRY TRAILS LN,,2037254,,0,0,,AUSTIN 2 MILE ETJ,2037253,NORTH,None,,08/18/2011,09/20/2016 07:00:00 PM +0000,"(30.3624153, -97.8998718)",30.3624153,-97.8998718,12401,1700,2017,UNKNOWN,,5817c0c5e052e0422be6cb7e,OFFLINE,,Travis County,OK,06/25/2017 07:00:00 PM +0000,,,30.3624153,-97.8998718
